qid	qwid	qcid	#upvotes	#ans	#tqans	qtag_0	qtag_1	qtag_2	qtag_3	qtag_4	qtag_5	qtag_6	qtag_7	qtag_8	qtag_9	qtag_10	qtag_11	qtag_12	qtag_13	qtag_14	qtag_15	qtag_16	qtag_17	qtag_18	qtag_19	#upvotes/#ans	#tqans/#ans
509fa7773832ef1238630d9381b89230	1.454020109881432	-0.84423318493696442	-0.161099590716	-0.145742602475	0.0806573729088	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.187812856829	1.32802116591
5d0a6a4fa83d1bc08cdb1bf5ec980abc	1.2784185641484602	-0.22724674595684577	-0.190601553772	-0.182465673583	-0.190616138884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.276551375277	0.462662570073
a54618f2b35ac34bfae360b780b1aed3	-0.31827061266256135	0.20648487284042019	-0.0502678916682	-0.119511837397	-0.0210701940136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0564467764263	-0.0998205172221
dc5de016923af690760be19aa04ed4cb	-1.5230685349719508	0.28697998077120596	-0.193591617595	-0.203450285644	-0.326252894781	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.295877160867	-1.78726977911
f63fea6529ad4e98d9a2b6b2de78759e	0.97475637896632128	-1.2856717821531354	-0.17744527295	-0.182465673583	-0.224525327858	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.178435848436	-0.0998205172221
3425a5a88a09481f1d8f30a6ea31c31e	-1.4729578499701028	1.4160523191407917	-0.187013477184	-0.145742602475	-0.15670694991	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.277008790321	-0.48923188535
a05e10a9a61182c20d833842d09420a8	1.1220903588008146	0.80677285857957803	-0.187611489949	-0.177219520567	-0.224525327858	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.260835901281	-0.340884697492
25de0c0de1b8c990c5504169535ffb0d	0.32117599167726035	-1.3957103073563903	-0.144554570894	-0.166727214536	-0.0888885719618	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0555436734026	0.837651294937
b476bb1ac763555d7efa797ffb0a9cdd	0.31517984133515886	-0.89989469574016734	-0.0925274603698	-0.182465673583	-0.15670694991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.454855279357	1.02514565737
613fb5f63f5cb4549bcf241fa2dde46e	1.1996120167951267	-1.2167371418507071	-0.0291381073173	0.242472720668	0.691022774443	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.215652082755	-0.623511667463
48b14da7788b3005842bc457d40ebed3	1.4655841141126278	1.0097232902774103	2.46876121061	0.106072742267	0.114566561883	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.65276154025	-1.06802911011
dcbbc23d0cae3b30649b57a5cb1c5c55	-1.0330973927316587	-0.72220602663763489	-0.189206190654	-0.109019531366	-0.0549793829877	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.29007942519	-0.437310369599
c6de9a3c7554ba30184032daad23eefa	-0.025744135258610766	0.59782811033370853	0.383889375465	0.373626546055	0.148475750857	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.0695424796312	-1.36540746364
c04c9129a9d7e59e8f837bc0e7834dbd	0.56016541245530493	-1.7198315664181183	-0.141763844659	-0.161481061521	-0.258434516832	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.0675355711277	-1.11229007435
158575b759fcbc234207accdb4d73945	0.11944836231084641	1.6378420314181694	-0.0478758406096	-0.156234908505	-0.15670694991	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.293221436242	-0.253224995575
0e8fce62e883b842bc549d5dc10df0e6	-0.85492606828064344	0.60938857796206602	0.583426301269	-0.140496449459	-0.15670694991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2.18376979021	-0.581948877761
9d8dbe898262285f6f8c6ce91d4e3ed4	0.2950499080438182	-1.044614623828495	-0.0975109000752	-0.182465673583	-0.122797760936	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417690307069	1.58762874466
4004ec2aa27697e7b7ed485832df7f7d	0.86040122601338598	0.89326228305840105	-0.157710851716	-0.161481061521	-0.258434516832	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.138892317921	-1.11229007435
d8a274ec468ed6cfc3cf6ccb29b6ffd3	0.65353403921088504	1.5843213479535514	-0.193790955183	-0.213942591675	-0.326252894781	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.300336957542	-1.78726977911
1ec75d92a65c1d98d50ada9e93fc3414	1.6912963448474476	0.8551555564315928	-0.187013477184	-0.20869643866	-0.292343705806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.00292921633104	1.58762874466
c9a3149d0d5c7787ff7c183b00f6b1d9	1.3242462846202359	0.040784836833962224	-0.161099590716	-0.161481061521	-0.122797760936	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.154055626615	0.237669335155
e0ac50bb307a7c8ac833a83c25aa8b1b	1.6810172299752737	0.68902735495741796	-0.193790955183	-0.213942591675	-0.326252894781	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.300336957542	-1.78726977911
972682fb657a7049aa1f6d417f1a4f7b	-0.078852895431509556	1.2071075708949222	-0.138973118424	-0.130004143428	0.114566561883	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.147031446852	0.954835271457
fabe5d3ab9702b1116d13f90980377a9	-0.22618687526600298	-0.80484196190700541	-0.191398904125	-0.203450285644	-0.258434516832	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.246819397447	1.58762874466
62b7f58f6334aba3f79014d90a37a302	0.090752499959360772	-0.26064365243876753	-0.142361857424	-0.114265684382	-0.0210701940136	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.179218268905	-0.188633636269
6801d04136ed1db29717f14c6bbc2761	1.4009113497085333	-1.1820557389656345	-0.110866518486	0.142795813375	0.0806573729088	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.245770033523	-1.19169945138
70561a353544b7ff18e781ef40355a69	-1.1127605329910069	0.2826983260940365	0.170996831251	0.336903474946	-0.0210701940136	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.144881187741	-1.49799276279
11b4ea75ebfeae082bbb293fe6bfbe3a	0.81971306297769742	0.14140372174744445	-0.173259183597	-0.187711826598	-0.15670694991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.116593334548	1.58762874466
416a24267cfde07c26fd248da1999443	-0.64506080630709184	-0.95084638639848396	-0.155717475834	-0.203450285644	-0.258434516832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.551484207307	1.58762874466
9188d01932f88d52a0097b096283f492	0.8706803408855599	0.74468886576062088	-0.12043472272	-0.114265684382	-0.0888885719618	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.127578517936	-0.543886112455
99577010c7d46618949a76e93bf93d81	0.50791324518842063	1.3466895133706465	-0.190202878595	-0.203450285644	-0.258434516832	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.220060617399	1.58762874466
082703f60e70e7ecf58778a17239b1c6	0.21624336069048453	0.53103429736986496	-0.17405653395	-0.166727214536	-0.15670694991	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.202221430701	0.0876738452097
c1c6dee305e894ebc47c699be4fc839c	-0.015036723933429559	0.43598156353670303	-0.184023413361	-0.20869643866	-0.292343705806	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136723116569	1.58762874466
db19a40e4d4289ad071465dfe40191ca	-1.3157730517164428	1.6399828587567542	-0.182030037479	-0.0880349193047	-0.0888885719618	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.278409623892	-0.802924376341
fc9aa8bf67ce972adbcae1df940501ba	-1.5808885561279293	-0.91359599070710962	0.135714078137	-0.119511837397	-0.0549793829877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.518779031693	-0.287314879654
0f40d17451c73ee74c7ef5386b064874	-1.2802244461168411	-1.6252069980526733	-0.163491641775	-0.166727214536	-0.15670694991	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.149694936533	0.0876738452097
e235c048e97c21efd6e39f4fcf233937	-1.6674044396353935	0.11143213900725825	-0.161298928304	0.0116419879888	0.250203317779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.266525475776	-0.453007572036
a28cbde2bc35cd3a508d5bfb1bfebe4b	-0.19020997321339411	-0.46530674600746752	-0.161298928304	-0.15098875549	0.0128389949606	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.179179147882	1.02514565737
9d2277d67342d9107b11e7d6db23123e	-0.24760169791636538	1.3334163838714213	-0.193392280007	-0.198204132629	-0.292343705806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.294390561976	-0.662303604518
a49bfd468b9fad0c59903bd93abf4338	0.71306724617889261	0.069471923170997582	-0.192794267242	-0.166727214536	-0.224525327858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.295381627903	-0.662303604518
552a4340852f88c09a7804bf8f2261ed	1.1679180792725903	0.2244678224845319	0.121361771785	-0.0145887770884	0.385840073676	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0707650710131	0.0778057208712
7be10ac42ba28871e1926118e5cd7432	-1.1440261740605362	1.0020163118585053	-0.188807515478	-0.156234908505	-0.122797760936	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.280065154476	0.0535839611312
1ba7934f885d2bc1c131a3f3e1e54b94	-0.46731777830908378	1.4087735061896036	-0.119438034779	-0.0722964602583	0.0128389949606	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.177114427199	-0.537307362896
4f68149ef384eeb85404beb755c9c02f	-0.92987794755691189	-1.4976136886730236	-0.172860508421	-0.0985272253355	-0.0888885719618	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.257766171103	-0.713438430635
eeb6a586d02d74a6e81a4dca3f3b760f	0.59400083224287759	1.5128177148448214	-0.16628236801	-0.177219520567	-0.224525327858	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.1244935458	-0.340884697492
990484a4ba1e1aec83ee66feab648ca6	-0.16108581440890124	0.11999544836159717	-0.151930061658	-0.145742602475	-0.0888885719618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.156251218824	0.0299832721538
ed9a79c06449e01abab4b544e8335480	-0.50629275553274333	1.540220304778706	-0.191398904125	-0.161481061521	-0.0888885719618	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.289633445523	0.575159187532
37fa2891728840d13fbc9650120b16e5	0.10959754389167969	1.1505897291562854	-0.157910189304	-0.203450285644	-0.258434516832	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.502426443886	1.58762874466
5c52f8fd47cb9cc3ae13e487f122ba14	-0.69088852677886736	-1.02149368857178	-0.137777092895	-0.145742602475	-0.0888885719618	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.107536516686	0.0299832721538
f545e37fa7be91039552f01ced913852	-1.2977846006901383	1.6883655566087692	-0.161099590716	-0.15098875549	-0.0210701940136	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.178435848436	0.743904113721
299d4b78b1b02f443890f1c636098405	0.66381315408305896	-1.0608849116017389	-0.188408840301	-0.20869643866	-0.292343705806	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0595079371134	1.58762874466
40c663c458e43b4f3f31eff4dc1c8ebb	1.0873983461072276	-0.37453566685147505	-0.180036661596	-0.198204132629	-0.224525327858	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0951863105102	1.58762874466
1ebd610108f7d0d4c55b74f2b7de6157	-1.4596806599268781	-0.96840117057487873	-0.186614802008	-0.145742602475	0.0806573729088	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.27563654519	1.32802116591
10a44cb87a317e8fb4fc853e0a152744	-0.41163923941814151	-0.46059692586258116	1.25220390973	1.90550322656	2.08129952238	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.140181684881	-1.19415642468
085a1b7d3046cbabd021bee96a786c7a	0.41797099005689847	-1.7104119261283455	-0.0303341328466	0.0588573651278	0.318021695728	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.159681831651	-0.554133780038
cc39c56d4b38fff4a34721670611a1b3	-0.31784231620955411	0.43769422540757086	1.07718550728	0.60970343175	0.792750341365	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0619007952895	-1.07789620405
fee0ee40186fda3c5c1be0edb4c508c9	0.55930881954929046	1.7097738299946164	-0.161697603481	-0.119511837397	0.0128389949606	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.220556150363	0.0876738452097
a22f54908de48f3535154e247d60123e	0.31603643424117339	-1.4663576095296864	-0.172262495656	-0.187711826598	-0.224525327858	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.107673741199	0.237669335155
7b45345ea9529ac82150ebcde5a8bf12	-0.033025174959733984	-1.2000386886097463	-0.18860817789	-0.203450285644	-0.292343705806	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.184382244002	-0.0998205172221
9c0bdb8c1726372c47e80486ac6b2dbe	0.62226839814135593	-0.64342358057771698	-0.18860817789	-0.177219520567	-0.122797760936	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.267207039388	1.10550038413
5cca5c206995a414e3c6353e978a2b20	0.55416926211320339	-1.1041296238411504	-0.192794267242	-0.171973367552	-0.292343705806	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.294762211699	-1.36540746364
9fbe84c4826d3374d9a85ed52be8f870	-0.16579707539198096	-0.24137620639150498	-0.188807515478	-0.192957979614	-0.258434516832	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.244589499109	-0.0998205172221
1a36a5df6763b7a061620dd6666e78a9	-0.25873740569455383	0.80077854203154075	-0.183624738184	-0.192957979614	-0.224525327858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.18661214234	0.743904113721
53cf4803a5628259b6ca756d28bdd2ff	0.32417406684831113	0.18293577211598819	-0.193790955183	-0.20869643866	-0.292343705806	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.300336957542	1.58762874466
374c18015c83b85b4b1116ce39d05395	1.4403146233852002	-1.2282976094790647	0.32189538553	-0.166727214536	-0.258434516832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.26355059739	-1.03729232938
3e43580ce57d1d725a798dc98ce37490	-0.088703713850676269	0.26557170738535868	-0.106680429133	-0.171973367552	-0.122797760936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.186895829158	0.743904113721
999b20482d0c7b09786b9dfde5ee034d	-1.5671830696316975	1.3209995853076297	-0.190202878595	-0.182465673583	-0.258434516832	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.273578177494	-0.662303604518
f4d37779c3a0fd879516a963bbae5659	-1.3106334942803557	0.086598541879675403	-0.185618114066	-0.182465673583	-0.258434516832	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.239386402989	-0.662303604518
5c1ff6cfbcc8a8f47530faa889721853	0.87710478768066868	-0.56121581077606342	0.59219715515	0.0955804362359	0.284112506753	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295764001372	-0.757639721008
4783e0b02a8d6ca3bd9f9caac7697b9b	-0.65105695664919327	0.46209965706743672	-0.0582413951968	-0.145742602475	-0.190616138884	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166226386878	-0.748839464102
16ab8c805108585184c25940fea0c8e4	-0.58681248869810609	-0.35997804094909891	-0.192395592066	-0.145742602475	-0.15670694991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.295534099585	-0.48923188535
f0be392a964309746e614c512d91461c	-0.25359784825846687	0.52461181535411083	-0.180834011949	-0.192957979614	-0.190616138884	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.155393565617	1.58762874466
98e6d22381d2bc297a797a32b0138eb7	1.4129036503927364	-1.6791558469850085	-0.0678095994311	-0.114265684382	0.0806573729088	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00364311561047	0.344245078011
67d349c4afa64c2704196a84e3e7560f	-1.0994833429477822	-0.59075922804853265	-0.193392280007	-0.20869643866	-0.292343705806	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.282497770843	1.58762874466
9855696fc3a6f487c270115da0e04833	-0.88533511644415808	-0.13947282507487191	-0.193392280007	-0.198204132629	-0.292343705806	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.294390561976	-0.662303604518
559378a02a475c60bf2ecf456b7fdbcb	1.3508006647066853	1.5033980745550486	-0.191797579301	-0.15098875549	-0.258434516832	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.292903963084	-1.22478669181
e0f9b6679039b239cf621fbe8efc5190	0.70664279938378383	-0.54794268127683809	-0.0331248590817	-0.187711826598	-0.224525327858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1.13750149035	0.237669335155
77edf16bd68d51c88db45852ebbdc4e4	1.2531490734210327	-0.59247188991940036	-0.164288992127	-0.0985272253355	-0.0549793829877	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.240332420465	-0.560033952282
d9b21b020c31c1cd41d6704ab427e013	1.5092703523193671	0.44368854195560808	-0.0361149229049	-0.0722964602583	-0.0549793829877	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0390259079411	-0.787299846139
fc0f1cf754b64d0120ab17766206a84e	-1.2112687171826741	-0.1189208826244585	0.878246594239	0.415595770178	2.28475465623	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0994094843916	0.378290106979
5f35164aa9466b662460a47a494abe9d	1.4077640929566493	-0.98038980367095319	-0.172661170832	-0.187711826598	-0.190616138884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.111241578539	0.91264903991
0dc778fff7b5b68bc8ed2966dccd54d3	-1.0296710211076008	1.4220466356888288	-0.166880380774	-0.177219520567	-0.15670694991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.128316228664	0.623372023586
